Name,Description,chr,start,stop,strand,length,Gen0_ORFhits,Gen0_MinORFPosition(%),Gen0_MaxORFPosition(%),Gen0_ORFdensity (HPKM),Gen0_1kbUpStreamhits,Gen0_NearestUpStreamhit,Gen0_1kbDownStreamhits,Gen0_NearestDownStreamhit,Gen0_Flankdensity (HPKM),Gen0_ORFHitsLast10%,Gen0_IntronHits,Gen0_Pval,Gen0_ExpORFhits,Gen0_CorrectionRatio(R),Gen80_GLU_Pval,Gen80_GLY_Pval,Gen0Class,Gen80Classification,Gen80GLU Z score,Gen20GLU Z score,Gen0,Gen20GLY Z score,Gen80GLY Z score,YALI1_norm,YALI0 locus ID,YALI1 Locus ID,Gene Type,Chromosome,Start Base,End Base,Strand,Annotation,YALI0_norm
YALI1_E31461g,  weakly similar to uniprot|P32380 Saccharomyces cerevisiae YDR356w NUF1 spindle pole body component P37.1. f4.1,Yali1E,3146088,3146573,+,486,0,na,na,0.0,76,-2,14,239,84.18,0,0,0.009245,4.68372617586,1.0481422121,0.018623,0.068244,Essential,Essential,na,na,na,na,na,YALI1_E31461g,YALI0E26521g,YALI1_E31461g,mRNA,YALI1E,3146088.0,3146573.0,+,  weakly similar to uniprot|P32380 Saccharomyces cerevisiae YDR356w NUF1 spindle pole body component P37.1. f4.1,YALI0_E26521g
YALI1_E31483g,"  weakly similar to uniprot|Q9URQ3 Saccharomyces cerevisiae YLR316c TAD3 subunit of tRNA-specific adenosine- 34 deaminase,similar to Saccharomyces cerevisiae TAD3 (YLR316C)%3B ancestral locus Anc_4.133",Yali1E,3147361,3148481,-,1121,0,na,na,0.0,80,-16,14,152,87.92,0,0,2e-05,10.8160274576,1.02175565671,0.000101,0.003221,Essential,Essential,na,na,na,na,na,YALI1_E31483g,YALI0E26543g,YALI1_E31483g,mRNA,YALI1E,3147370.0,3148266.0,-,"  weakly similar to uniprot|Q9URQ3 Saccharomyces cerevisiae YLR316c TAD3 subunit of tRNA-specific adenosine- 34 deaminase,similar to Saccharomyces cerevisiae TAD3 (YLR316C)%3B ancestral locus Anc_4.133",YALI0_E26543g
YALI1_E31565g,  similar to uniprot|P23292 Saccharomyces cerevisiae YNL154c YCK2 casein kinase I isoform,Yali1E,3156498,3157859,+,1362,1,15.28288,15.28288,1.39,70,-82,86,64,145.91,0,0,2.6e-05,13.1434047945,1.66444229869,0.000156,0.000535,Essential,Essential,-1.2993,na,na,na,na,YALI1_E31565g,YALI0E26609g,YALI1_E31565g,mRNA,YALI1E,3156498.0,3157859.0,+,  similar to uniprot|P23292 Saccharomyces cerevisiae YNL154c YCK2 casein kinase I isoform,YALI0_E26609g
YALI1_E31772g,  similar to uniprot|Q9P748 Neurospora crassa Related to translation initiation factor 3,Yali1E,3177231,3178115,+,885,1,87.33032,87.33032,2.15,71,-54,16,20,81.37,0,0,0.001934,8.37333055048,0.980835582231,0.003112,0.026292,Essential,Essential,na,na,0.1405,na,na,YALI1_E31772g,YALI0E26851g,YALI1_E31772g,mRNA,YALI1E,3177231.0,3178115.0,+,  similar to uniprot|Q9P748 Neurospora crassa Related to translation initiation factor 3,YALI0_E26851g
YALI1_E31947g,"similar to Saccharomyces cerevisiae PDB1 (YBR221C)%3B ancestral locus Anc_6.119,  highly similar to uniprot|P32473 Saccharomyces cerevisiae YBR221c PDB1 pyruvate dehydrogenase (lipoamide) beta chain precursor",Yali1E,3193778,3195401,-,1624,0,na,na,0.0,159,-92,35,20,181.45,0,0,0.0,15.6735826462,2.00297209788,2e-06,0.000125,Essential,Essential,na,na,na,na,na,YALI1_E31947g,YALI0E27005g,YALI1_E31947g,mRNA,YALI1E,3193778.0,3195401.0,-,"similar to Saccharomyces cerevisiae PDB1 (YBR221C)%3B ancestral locus Anc_6.119,  highly similar to uniprot|P32473 Saccharomyces cerevisiae YBR221c PDB1 pyruvate dehydrogenase (lipoamide) beta chain precursor",YALI0_E27005g
YALI1_E32269g,  weakly similar to uniprot|P12954 Saccharomyces cerevisiae YJL092w HPR5 ATP-dependent DNA helicase,Yali1E,3226889,3229360,+,2472,1,84.70255,84.70255,0.77,42,-100,4,565,43.02,0,0,0.000246,10.6768600395,0.447425823256,0.000292,0.01956,Essential,Essential,na,na,na,na,na,YALI1_E32269g,YALI0E27269g,YALI1_E32269g,mRNA,YALI1E,3226889.0,3229360.0,+,  weakly similar to uniprot|P12954 Saccharomyces cerevisiae YJL092w HPR5 ATP-dependent DNA helicase,YALI0_E27269g
YALI1_E32332g,"similar to Saccharomyces cerevisiae VMA2 (YBR127C)%3B ancestral locus Anc_3.388,  highly similar to uniprot|P16140 Saccharomyces cerevisiae YBR127c VMA2 H+-ATPase V1 domain 60 KD subunit vacuolar",Yali1E,3233267,3234805,+,1539,1,17.81534,17.81534,1.23,75,-48,48,49,115.04,0,0,5e-06,14.8527234195,1.2911931227,4.1e-05,0.000201,Essential,Essential,na,na,na,na,na,YALI1_E32332g,YALI0E27346g,YALI1_E32332g,mRNA,YALI1E,3233267.0,3234805.0,+,"similar to Saccharomyces cerevisiae VMA2 (YBR127C)%3B ancestral locus Anc_3.388,  highly similar to uniprot|P16140 Saccharomyces cerevisiae YBR127c VMA2 H+-ATPase V1 domain 60 KD subunit vacuolar",YALI0_E27346g
YALI1_E32361g,  no similarity possibly noncoding,Yali1E,3236141,3238816,+,2676,0,na,na,0.0,23,-47,30,0,49.57,0,0,3e-06,12.79390454,0.495255789578,5.3e-05,0.000743,Essential,Essential,na,na,na,na,na,YALI1_E32361g,YALI0E27390g,YALI1_E32361g,mRNA,YALI1E,3236141.0,3238816.0,+,  no similarity possibly noncoding,YALI0_E27390g
YALI1_E32622g,"similar to Saccharomyces cerevisiae RPC19 (YNL113W)%3B ancestral locus Anc_2.163,  similar to uniprot|P28000 Saccharomyces cerevisiae YNL113w RPC19 DNA-directed RNA polymerase I III 16 KD subunit",Yali1E,3262196,3262651,+,456,2,93.40659,99.12088,8.34,80,-76,58,97,129.07,2,0,0.119233,4.39401115467,1.6359632272,0.166366,0.255549,Essential,Essential,-1.2993,na,-0.1412,-1.2546,-0.5103,YALI1_E32622g,YALI0E27676g,YALI1_E32622g,mRNA,YALI1E,3262229.0,3262651.0,+,"similar to Saccharomyces cerevisiae RPC19 (YNL113W)%3B ancestral locus Anc_2.163,  similar to uniprot|P28000 Saccharomyces cerevisiae YNL113w RPC19 DNA-directed RNA polymerase I III 16 KD subunit",YALI0_E27676g
YALI1_E32664g,"similar to Saccharomyces cerevisiae DBP2 (YNL112W)%3B ancestral locus Anc_2.164,  similar to uniprot|P24783 Saccharomyces cerevisiae YNL112w DBP2 ATP-dependent RNA helicase of DEAD box family",Yali1E,3266091,3268509,-,2419,15,94.33416,99.21423,0.0,63,-131,30,36,86.98,15,0,0.0,23.3510307077,1.03316146776,0.0,9e-06,Essential,Essential,0.931244444444,0.939766666667,0.9819,1.39887142857,0.984371428571,YALI1_E32664g,YALI0E27715g,YALI1_E32664g,mRNA,YALI1E,3266091.0,3268509.0,-,"similar to Saccharomyces cerevisiae DBP2 (YNL112W)%3B ancestral locus Anc_2.164,  similar to uniprot|P24783 Saccharomyces cerevisiae YNL112w DBP2 ATP-dependent RNA helicase of DEAD box family",YALI0_E27715g
YALI1_E32754g,"  similar to uniprot|Q05892 Saccharomyces cerevisiae YLR290c,similar to Saccharomyces cerevisiae YLR290C%3B ancestral locus Anc_6.87",Yali1E,3274661,3275518,-,858,1,98.83314,98.83314,2.21,97,-11,104,74,187.99,1,0,0.002106,8.27619243857,2.25802579378,0.006175,0.008705,Essential,Essential,na,na,-1.2227,-0.7338,na,YALI1_E32754g,YALI0E27764g,YALI1_E32754g,mRNA,YALI1E,3274691.0,3275518.0,-,"  similar to uniprot|Q05892 Saccharomyces cerevisiae YLR290c,similar to Saccharomyces cerevisiae YLR290C%3B ancestral locus Anc_6.87",YALI0_E27764g
YALI1_E32842g,"similar to Saccharomyces cerevisiae RPL6B (YLR448W) and RPL6A (YML073C)%3B ancestral locus Anc_4.341,  similar to uniprot|Q02326 Saccharomyces cerevisiae YML073c YL16A 60S large subunit ribosomal protein",Yali1E,3283634,3284197,-,564,0,na,na,0.0,85,-170,94,29,167.42,0,0,0.004353,5.43698523094,2.0665099955,0.009814,0.044315,Essential,Essential,na,na,na,na,na,YALI1_E32842g,YALI0E27830g,YALI1_E32842g,mRNA,YALI1E,3283634.0,3284197.0,-,"similar to Saccharomyces cerevisiae RPL6B (YLR448W) and RPL6A (YML073C)%3B ancestral locus Anc_4.341,  similar to uniprot|Q02326 Saccharomyces cerevisiae YML073c YL16A 60S large subunit ribosomal protein",YALI0_E27830g
YALI1_E33024g,"  highly similar to uniprot|Q12522 Saccharomyces cerevisiae YPR016c TIF6 translation initiation factor 6 (eIF6),similar to Saccharomyces cerevisiae TIF6 (YPR016C)%3B ancestral locus Anc_8.118",Yali1E,3301651,3302391,-,741,0,na,na,0.0,41,-152,27,110,63.6,0,0,0.00408,5.50158868089,0.769850931585,0.016519,0.057284,Essential,Essential,na,na,na,na,na,YALI1_E33024g,YALI0E27940g,YALI1_E33024g,mRNA,YALI1E,3301651.0,3302391.0,-,"  highly similar to uniprot|Q12522 Saccharomyces cerevisiae YPR016c TIF6 translation initiation factor 6 (eIF6),similar to Saccharomyces cerevisiae TIF6 (YPR016C)%3B ancestral locus Anc_8.118",YALI0_E27940g
YALI1_E33220g,  similar to uniprot|Q06624 Saccharomyces cerevisiae YPR180W RHC31 DNA damage tolerance protein (RAD31 homolog),Yali1E,3320963,3322012,-,1050,0,na,na,0.0,38,-26,6,85,41.15,0,0,0.007586,4.88141813849,0.481859875359,0.018829,0.027087,Essential,Essential,na,na,na,na,na,YALI1_E33220g,YALI0E28182g,YALI1_E33220g,mRNA,YALI1E,3320963.0,3322012.0,-,  similar to uniprot|Q06624 Saccharomyces cerevisiae YPR180W RHC31 DNA damage tolerance protein (RAD31 homolog),YALI0_E28182g
YALI1_E33268g,  similar to uniprot|P20053 Saccharomyces cerevisiae YPR178w PRP4 U4/U6 snRNP 52 KD protein,Yali1E,3325431,3326789,-,1359,0,na,na,0.0,45,0,7,11,48.64,0,0,0.000723,7.23194932755,0.551449625486,0.00906,0.014072,Essential,Essential,na,na,na,na,na,YALI1_E33268g,YALI0E28226g,YALI1_E33268g,mRNA,YALI1E,3325431.0,3326789.0,-,  similar to uniprot|P20053 Saccharomyces cerevisiae YPR178w PRP4 U4/U6 snRNP 52 KD protein,YALI0_E28226g
YALI1_E33302g,  similar to uniprot|P20133 Saccharomyces cerevisiae YPR176c BET2 geranylgeranyltransferase type II beta subunit,Yali1E,3330216,3331049,+,834,0,na,na,0.0,10,-214,20,291,28.06,0,0,0.06689,2.70470675707,0.336221457273,0.239766,0.212036,Poor Essential,Essential,na,na,na,na,na,YALI1_E33302g,YALI0E28248g,YALI1_E33302g,mRNA,YALI1E,3330216.0,3331049.0,+,  similar to uniprot|P20133 Saccharomyces cerevisiae YPR176c BET2 geranylgeranyltransferase type II beta subunit,YALI0_E28248g
YALI1_E33421g,  no similarity,Yali1E,3342136,3343572,+,1437,3,60.30641,69.91643,3.96,28,-76,53,91,75.76,0,0,0.00146,12.2554864793,0.883743752908,0.004025,0.011648,Essential,Essential,-1.4505,-0.4755,-0.59035,-0.9282,na,YALI1_E33421g,YALI0E28314g,YALI1_E33421g,mRNA,YALI1E,3342136.0,3343572.0,+,  no similarity,YALI0_E28314g
YALI1_E33527g,"  similar to uniprot|P46675 Saccharomyces cerevisiae YLR045c STU2 suppressor of a cs tubulin mutation,similar to Saccharomyces cerevisiae STU2 (YLR045C)%3B ancestral locus Anc_5.123",Yali1E,3350213,3352865,-,2653,0,na,na,0.0,72,-26,9,106,75.76,0,0,0.0,19.4251473258,0.758474602681,0.0,1.5e-05,Essential,Essential,na,-1.0616,na,na,na,YALI1_E33527g,YALI0E28371g,YALI1_E33527g,mRNA,YALI1E,3350213.0,3352756.0,-,"  similar to uniprot|P46675 Saccharomyces cerevisiae YLR045c STU2 suppressor of a cs tubulin mutation,similar to Saccharomyces cerevisiae STU2 (YLR045C)%3B ancestral locus Anc_5.123",YALI0_E28371g
YALI1_E33540g,  weakly similar to DEHA0G02266g Debaryomyces hansenii IPF 912.1,Yali1E,3354065,3356227,+,2163,9,2.49769,69.3802,7.9,65,-112,3,105,63.6,0,0,0.023728,15.7519803357,0.754448697192,0.027298,0.059544,Essential,Essential,-0.270375,-0.394977777778,-0.589228571429,-0.33095,-0.49415,YALI1_E33540g,YALI0E28402g,YALI1_E33540g,mRNA,YALI1E,3354065.0,3356227.0,+,  weakly similar to DEHA0G02266g Debaryomyces hansenii IPF 912.1,YALI0_E28402g
YALI1_E33633g,"  similar to uniprot|P46655 Saccharomyces cerevisiae YGL245w Glutamyl-tRNA synthetase cytoplasmic,similar to Saccharomyces cerevisiae GUS1 (YGL245W)%3B ancestral locus Anc_3.569",Yali1E,3361204,3363306,-,2103,1,21.97907,21.97907,0.9,68,-134,44,99,104.75,0,0,0.0,20.2993658178,1.11349960262,0.0,9e-06,Essential,Essential,na,na,na,na,na,YALI1_E33633g,YALI0E28468g,YALI1_E33633g,mRNA,YALI1E,3361204.0,3363306.0,-,"  similar to uniprot|P46655 Saccharomyces cerevisiae YGL245w Glutamyl-tRNA synthetase cytoplasmic,similar to Saccharomyces cerevisiae GUS1 (YGL245W)%3B ancestral locus Anc_3.569",YALI0_E28468g
YALI1_E33642g,"  similar to DEHA0F11572g Debaryomyces hansenii IPF 8214.1,similar to Saccharomyces cerevisiae RAI1 (YGL246C)%3B ancestral locus Anc_3.570",Yali1E,3364219,3365268,+,1050,1,98.95138,98.95138,1.81,68,-13,3,97,66.41,1,0,0.002713,7.98777513571,0.78849797786,0.010635,0.037004,Essential,Essential,1.3936,1.2862,1.6933,1.355,na,YALI1_E33642g,YALI0E28490g,YALI1_E33642g,mRNA,YALI1E,3364219.0,3365268.0,+,"  similar to DEHA0F11572g Debaryomyces hansenii IPF 8214.1,similar to Saccharomyces cerevisiae RAI1 (YGL246C)%3B ancestral locus Anc_3.570",YALI0_E28490g
YALI1_E33843g,  weakly similar to Candida albicans|CA2666|IPF16995 unknown function,Yali1E,3384275,3384997,+,723,1,20.22161,20.22161,2.63,55,-24,12,176,62.66,0,0,0.024823,5.37835072335,0.771368967874,0.011298,0.162622,Essential,Essential,na,-0.0115,na,-0.4101,0.4665,YALI1_E33843g,YALI0E28578g,YALI1_E33843g,mRNA,YALI1E,3384275.0,3384997.0,+,  weakly similar to Candida albicans|CA2666|IPF16995 unknown function,YALI0_E28578g
YALI1_E33943g,  no similarity,Yali1E,3394315,3399372,+,5058,8,8.89856,99.24857,2.63,69,-6,32,340,94.47,1,1,0.0,40.9414409449,0.83834043114,0.0,0,Essential,Essential,na,na,-0.872575,na,na,YALI1_E33943g,YALI0E28666g,YALI1_E33943g,mRNA,YALI1E,3394315.0,3399372.0,+,  no similarity,YALI0_E28666g
YALI1_E34028g,  weakly similar to CA3804|CaRIM1 Candida albicans CaRIM1 telomere-binding protein (by homology),Yali1E,3402760,3403196,-,437,0,na,na,0.0,78,-23,16,68,87.92,0,0,0.014839,4.21052497458,1.10079268292,0.02785,0.104609,Essential,Essential,na,na,na,na,na,YALI1_E34028g,YALI0E28721g,YALI1_E34028g,mRNA,YALI1E,3402760.0,3403196.0,-,  weakly similar to CA3804|CaRIM1 Candida albicans CaRIM1 telomere-binding protein (by homology),YALI0_E28721g
YALI1_E34205g,"similar to Saccharomyces cerevisiae SUB1 (YMR039C)%3B ancestral locus Anc_2.602,  similar to wi|NCU04584.1 Neurospora crassa NCU04584. 1 predicted protein (17071 - 16429)",Yali1E,3420485,3420895,+,411,0,na,na,0.0,83,-38,4,955,81.37,0,0,0.019074,3.95943862289,1.02182329,0.039302,0.103362,Essential,Essential,na,na,na,na,na,YALI1_E34205g,YALI0E28897g,YALI1_E34205g,mRNA,YALI1E,3420485.0,3420895.0,+,"similar to Saccharomyces cerevisiae SUB1 (YMR039C)%3B ancestral locus Anc_2.602,  similar to wi|NCU04584.1 Neurospora crassa NCU04584. 1 predicted protein (17071 - 16429)",YALI0_E28897g
YALI1_E34218g,"similar to Saccharomyces cerevisiae PHO13 (YDL236W)%3B ancestral locus Anc_2.25,  similar to uniprot|P19881 Saccharomyces cerevisiae YDL236w PHO13 4-nitrophenylphosphatase",Yali1E,3420941,3421840,-,900,0,na,na,0.0,20,-10,35,494,51.44,0,0,0.004924,5.31355341143,0.612034072323,0.021424,0.029903,Essential,Essential,na,na,na,na,na,YALI1_E34218g,YALI0E28919g,YALI1_E34218g,mRNA,YALI1E,3420941.0,3421840.0,-,"similar to Saccharomyces cerevisiae PHO13 (YDL236W)%3B ancestral locus Anc_2.25,  similar to uniprot|P19881 Saccharomyces cerevisiae YDL236w PHO13 4-nitrophenylphosphatase",YALI0_E28919g
YALI1_E34222g,gnl|GLV|YALI0E28930g [Yarrowia lipolytica]  similar to B16.6 Bos taurus accessory protein of NADH-ubiquinone reductase (complex I),Yali1E,3422176,3422994,+,819,2,15.77017,94.13203,2.32,18,-85,53,79,66.41,1,1,0.009994,6.47344902007,0.819469265955,0.0055,0.022069,Essential,Essential,na,na,-0.8727,-0.575,na,YALI1_E34222g,YALI0E28930g,YALI1_E34222g,mRNA,YALI1E,3422176.0,3422994.0,+,gnl|GLV|YALI0E28930g [Yarrowia lipolytica]  similar to B16.6 Bos taurus accessory protein of NADH-ubiquinone reductase (complex I),YALI0_E28930g
YALI1_E34269g,"  similar to uniprot|P80210 Saccharomyces cerevisiae YNL220w ADE12 adenylosuccinate synthetase,similar to Saccharomyces cerevisiae ADE12 (YNL220W)%3B ancestral locus Anc_2.23",Yali1E,3425681,3426970,-,1290,0,na,na,0.0,98,-62,9,77,100.08,0,0,4e-06,12.4480887437,1.14278911573,2.5e-05,0.000797,Essential,Essential,na,na,na,na,na,YALI1_E34269g,YALI0E28963g,YALI1_E34269g,mRNA,YALI1E,3425681.0,3426970.0,-,"  similar to uniprot|P80210 Saccharomyces cerevisiae YNL220w ADE12 adenylosuccinate synthetase,similar to Saccharomyces cerevisiae ADE12 (YNL220W)%3B ancestral locus Anc_2.23",YALI0_E28963g
YALI1_E34290g,"similar to Saccharomyces cerevisiae POP1 (YNL221C)%3B ancestral locus Anc_2.22,  weakly similar to uniprot|P41812 Saccharomyces cerevisiae YNL221C POP1 Ribonucleases P/MRP protein subunit (EC 3.1.26.5) (RNases P/MRP 100.4 kDa subunit) (RNA processing protein POP1)",Yali1E,3428998,3431088,+,2091,2,0.33493,1.77033,1.82,20,-77,51,21,66.41,0,0,5.1e-05,14.5353919943,0.72016283275,0.000349,0.000151,Essential,Essential,na,na,-0.2749,na,na,YALI1_E34290g,YALI0E29007g,YALI1_E34290g,mRNA,YALI1E,3428998.0,3431088.0,+,"similar to Saccharomyces cerevisiae POP1 (YNL221C)%3B ancestral locus Anc_2.22,  weakly similar to uniprot|P41812 Saccharomyces cerevisiae YNL221C POP1 Ribonucleases P/MRP protein subunit (EC 3.1.26.5) (RNases P/MRP 100.4 kDa subunit) (RNA processing protein POP1)",YALI0_E29007g
YALI1_E34319g,  weakly similar to wi|NCU04512.1 Neurospora crassa NCU04512.1 hypothetical protein (20939 - 27751),Yali1E,3431123,3431917,-,795,0,na,na,0.0,71,-51,2,12,68.28,0,0,0.001836,6.29990996424,0.821606907552,0.006323,0.09075,Essential,Essential,na,na,na,na,-1.1596,YALI1_E34319g,YALI0E29029g,YALI1_E34319g,mRNA,YALI1E,3431123.0,3431917.0,-,  weakly similar to wi|NCU04512.1 Neurospora crassa NCU04512.1 hypothetical protein (20939 - 27751),YALI0_E29029g
YALI1_E34344g,  highly similar to uniprot|P51401 Saccharomyces cerevisiae YNL067W RPL9B 60S ribosomal protein L9-B,Yali1E,3433898,3434464,-,567,0,na,na,0.0,45,-330,59,32,97.27,0,0,0.004228,5.46595673306,1.20025240526,0.009575,0.043585,Essential,Essential,na,na,na,na,na,YALI1_E34344g,YALI0E29073g,YALI1_E34344g,mRNA,YALI1E,3433898.0,3434464.0,-,  highly similar to uniprot|P51401 Saccharomyces cerevisiae YNL067W RPL9B 60S ribosomal protein L9-B,YALI0_E29073g
YALI1_E34367g,  uniprot|Q6ZY23 Yarrowia lipolytica YALI0E29095g NUWM NADH-ubiquinone reductase accessory subunit (complexI),Yali1E,3436737,3437486,+,750,0,na,na,0.0,83,-54,36,48,111.3,0,0,0.000722,7.2332183623,1.34591476571,0.00213,0.015827,Essential,Essential,na,na,na,na,na,YALI1_E34367g,YALI0E29095g,YALI1_E34367g,mRNA,YALI1E,3436803.0,3437486.0,+,  uniprot|Q6ZY23 Yarrowia lipolytica YALI0E29095g NUWM NADH-ubiquinone reductase accessory subunit (complexI),YALI0_E29095g
YALI1_E34408g,  similar to uniprot|P48527 Saccharomyces cerevisiae YPL097W MSY1 Tyrosyl-tRNA synthetase mitochondrial precursor (EC 6.1.1.1) (Tyrosine--tRNA ligase) (TyrRS),Yali1E,3440809,3442392,+,1584,3,97.72584,98.23121,0.0,54,-66,3,17,53.31,3,0,7.4e-05,9.50803197443,0.621956427397,0.00259,0.038212,Essential,Essential,0.0441666666667,-0.0275,-0.7694,0.214233333333,-0.09285,YALI1_E34408g,YALI0E29139g,YALI1_E34408g,mRNA,YALI1E,3440809.0,3442392.0,+,  similar to uniprot|P48527 Saccharomyces cerevisiae YPL097W MSY1 Tyrosyl-tRNA synthetase mitochondrial precursor (EC 6.1.1.1) (Tyrosine--tRNA ligase) (TyrRS),YALI0_E29139g
YALI1_E34513g,  similar to wi|NCU01253.1 Neurospora crassa NCU01253. 1 predicted protein (3246 - 1843),Yali1E,3450958,3451341,-,384,0,na,na,0.0,83,-37,10,49,86.98,0,0,0.024756,3.69869510382,1.09564924093,0.04304,0.120025,Essential,Essential,na,na,na,na,na,YALI1_E34513g,YALI0E29227g,YALI1_E34513g,mRNA,YALI1E,3450958.0,3451341.0,-,  similar to wi|NCU01253.1 Neurospora crassa NCU01253. 1 predicted protein (3246 - 1843),YALI0_E29227g
YALI1_E34525g,  similar to uniprot|P18759 Saccharomyces cerevisiae YBR080C SEC18 Vesicular-fusion protein,Yali1E,3452519,3454948,+,2430,1,62.45368,62.45368,0.78,83,-13,11,93,87.92,0,0,0.0,21.2963026375,0.907876838437,1e-06,6e-06,Essential,Essential,na,na,na,0.4059,na,YALI1_E34525g,YALI0E29249g,YALI1_E34525g,mRNA,YALI1E,3452519.0,3454948.0,+,  similar to uniprot|P18759 Saccharomyces cerevisiae YBR080C SEC18 Vesicular-fusion protein,YALI0_E29249g
YALI1_E34621g,"  similar to uniprot|Q08920 Saccharomyces cerevisiae YPL178w SAE1 small subunit of the nuclear cap-binding protein complex CBC singleton,similar to Saccharomyces cerevisiae CBC2 (YPL178W)%3B ancestral locus Anc_6.171",Yali1E,3461863,3462673,-,811,1,78.88889,78.88889,2.34,78,-9,13,154,85.11,0,0,0.003134,7.82230557205,1.03365223296,0.001291,0.011292,Essential,Essential,na,na,0.2757,na,na,YALI1_E34621g,YALI0E29293g,YALI1_E34621g,mRNA,YALI1E,3461863.0,3462673.0,-,"  similar to uniprot|Q08920 Saccharomyces cerevisiae YPL178w SAE1 small subunit of the nuclear cap-binding protein complex CBC singleton,similar to Saccharomyces cerevisiae CBC2 (YPL178W)%3B ancestral locus Anc_6.171",YALI0_E29293g
YALI1_E34708g,"similar to Saccharomyces cerevisiae VPS45 (YGL095C)%3B ancestral locus Anc_6.174,  similar to uniprot|P38932 Saccharomyces cerevisiae YGL095c VPS45 vacuolar protein sorting-associated protein P4.30.f2.1",Yali1E,3469123,3470862,-,1740,3,95.9747,96.37723,0.0,31,-46,16,92,43.96,3,0,0.00019,8.57034523063,0.510327505072,0.009331,0.011788,Essential,Essential,na,-0.324975,0.38705,-0.067,na,YALI1_E34708g,YALI0E29337g,YALI1_E34708g,mRNA,YALI1E,3469123.0,3470862.0,-,"similar to Saccharomyces cerevisiae VPS45 (YGL095C)%3B ancestral locus Anc_6.174,  similar to uniprot|P38932 Saccharomyces cerevisiae YGL095c VPS45 vacuolar protein sorting-associated protein P4.30.f2.1",YALI0_E29337g
YALI1_E34870g,"  weakly similar to DEHA0A03817g Debaryomyces hansenii IPF 10715.1,similar to Saccharomyces cerevisiae YPL183W-A%3B ancestral locus Anc_6.178",Yali1E,3486976,3487311,+,336,0,na,na,0.0,71,-57,30,101,94.47,0,0,0.039354,3.23515106992,1.19643246723,0.063839,0.156553,Essential,Essential,na,na,na,na,na,YALI1_E34870g,YALI0E29469g,YALI1_E34870g,mRNA,YALI1E,3486976.0,3487311.0,+,"  weakly similar to DEHA0A03817g Debaryomyces hansenii IPF 10715.1,similar to Saccharomyces cerevisiae YPL183W-A%3B ancestral locus Anc_6.178",YALI0_E29469g
YALI1_E34933g,"similar to Saccharomyces cerevisiae UTP10 (YJL109C)%3B ancestral locus Anc_1.253,  similar to uniprot|P42945 Saccharomyces cerevisiae YJL109c weak similarity to ATPase DRS2P",Yali1E,3488742,3493331,-,4590,3,88.34169,98.60536,1.24,24,-418,22,93,43.02,2,0,2.6e-05,17.303057471,0.390440656319,2e-06,0.00049,Essential,Essential,na,-0.4393,0.1722,na,na,YALI1_E34933g,YALI0E29506g,YALI1_E34933g,mRNA,YALI1E,3488742.0,3493648.0,-,"similar to Saccharomyces cerevisiae UTP10 (YJL109C)%3B ancestral locus Anc_1.253,  similar to uniprot|P42945 Saccharomyces cerevisiae YJL109c weak similarity to ATPase DRS2P",YALI0_E29506g
YALI1_E35005g,"similar to Saccharomyces cerevisiae PCM1 (YEL058W)%3B ancestral locus Anc_6.11,  similar to uniprot|P38628 Saccharomyces cerevisiae YEL058w PCM1 phosphoacetylglucosamine mutase singleton",Yali1E,3498928,3500520,-,1593,1,1.75879,1.75879,1.19,54,-11,62,2,108.49,0,0,3e-06,15.3742104577,1.21172333057,4e-06,0.000356,Essential,Essential,na,na,na,na,na,YALI1_E35005g,YALI0E29579g,YALI1_E35005g,mRNA,YALI1E,3498928.0,3500520.0,-,"similar to Saccharomyces cerevisiae PCM1 (YEL058W)%3B ancestral locus Anc_6.11,  similar to uniprot|P38628 Saccharomyces cerevisiae YEL058w PCM1 phosphoacetylglucosamine mutase singleton",YALI0_E29579g
YALI1_E35082g,"  weakly similar to uniprot|P33421 Saccharomyces cerevisiae YKL141w SDH3 cytochrome b560 subunit of respiratory complex II,similar to Saccharomyces cerevisiae SDH3 (YKL141W) and YMR118C%3B ancestral locus Anc_2.423",Yali1E,3508208,3509167,+,960,0,na,na,0.0,94,-46,44,11,129.07,0,0,9.5e-05,9.26122351061,1.52581094958,0.00038,0.00495,Essential,Essential,na,na,na,na,na,YALI1_E35082g,YALI0E29667g,YALI1_E35082g,mRNA,YALI1E,3508208.0,3509167.0,+,"  weakly similar to uniprot|P33421 Saccharomyces cerevisiae YKL141w SDH3 cytochrome b560 subunit of respiratory complex II,similar to Saccharomyces cerevisiae SDH3 (YKL141W) and YMR118C%3B ancestral locus Anc_2.423",YALI0_E29667g
YALI1_E35520g,"similar to Saccharomyces cerevisiae GSH1 (YJL101C)%3B ancestral locus Anc_1.265,  similar to uniprot|P32477 Saccharomyces cerevisiae YJL101c GSH1 glutamate--cysteine ligase",Yali1E,3552045,3553928,+,1884,0,na,na,0.0,84,-34,37,101,113.17,0,0,0.0,18.1844461632,1.21770894195,2.3e-05,3e-05,Essential,Essential,na,na,na,na,na,YALI1_E35520g,YALI0E30129g,YALI1_E35520g,mRNA,YALI1E,3552045.0,3553928.0,+,"similar to Saccharomyces cerevisiae GSH1 (YJL101C)%3B ancestral locus Anc_1.265,  similar to uniprot|P32477 Saccharomyces cerevisiae YJL101c GSH1 glutamate--cysteine ligase",YALI0_E30129g
